1,ああ,aa,嗚呼,Ah!;Oh!;Alas!,嗚呼…ああ
2,あい,ai,相,together;mutually;fellow,相…あい
3,あい,ai,愛,love,愛…あい
4,あいかわらず,aikawarazu,相変わらず,as ever;as usual;the same,相変わらず…あいかわらず
5,あいさつ,aisatsu,挨拶,greeting;salutation,挨拶…あいさつ
6,あいじょう,aijyou,愛情,love;affection,愛情…あいじょう
7,あいする,aisuru,愛する,to love,愛する…あいする
8,あいず,aizu,合図,sign;signal,合図…あいず
9,あいそ,aiso,愛想,civility;courtesy;compliments;sociability;graces,愛想…あいそ
10,あいたい,aitai,相対,confrontation;facing;between ourselves;no third party;tete-a-tete,相対…あいたい
11,あいだ,aida,間,space;interval,間…あいだ
12,あいだ,aida,間,space;interval,間…あいだ
13,あいだ,aida,間,space;interval,間…あいだ
14,あいだがら,aidagara,間柄,relation(ship),間柄…あいだがら
15,あいて,aite,相手,companion;partner;company,相手…あいて
16,あいにく,ainiku,愛憎,likes and dislikes,愛憎…あいにく
17,あいま,aima,合間,interval,合間…あいま
18,あいまい,aimai,曖昧,vague;ambiguous,曖昧…あいまい
19,あう,au,合う,to fit;to suit;to agree with;to match;to be correct;to be profitable,合う…あう
20,あう,au,会う,to meet;to interview,会う…あう
21,あう,au,遭う,to meet;to encounter (undesirable nuance),遭う…あう
22,あえて,aete,敢えて,dare (to do);challenge (to do),敢えて…あえて
23,あお,ao,青,blue;green;green light,青…あお
24,あおい,aoi,青い,blue;pale;green;unripe;inexperienced,青い…あおい
25,あおぐ,aogu,仰ぐ,to look up (to);to respect;to depend on;to ask for;to seek;to revere;to drink;to take,仰ぐ…あおぐ
26,あおじろい,aojiroi,青白い,pale;pallid,青白い…あおじろい
27,あか,aka,垢,dirt;filth,垢…あか
28,あか,aka,亜科,suborder;subfamily,亜科…あか
29,あかい,akai,赤い,red,赤い…あかい
30,あかがね,akagane,銅,copper,銅…あかがね
31,あかし,akashi,証,proof;evidence,証…あかし
32,あかじ,akaji,赤字,deficit;go in the red,赤字…あかじ
33,あかす,akasu,明かす,to pass;spend;to reveal;to divulge,明かす…あかす
34,あかちゃん,akachan,赤ちゃん,baby;infant,赤ちゃん…あかちゃん
35,あからさま,akarasama,明白,obvious;overt;plainly;frankly,明白…あからさま
36,あからむ,akaramu,赤らむ,to become red;to redden;to blush,赤らむ…あからむ
37,あかり,akari,明かり,lamplight;light (in general);brightness,明かり…あかり
38,あかるい,akarui,明るい,bright;cheerful,明るい…あかるい
39,あかんぼう,akanbou,赤ん坊,baby,赤ん坊…あかんぼう
40,あがり,agari,上がり,1.  slope;advance income;crop yield;ascent;rise;advance;death;spinning;completion;stop;finish;after (rain);ex (official  etc.); 2.  freshly-drawn green tea (esp. in sushi shops),上がり…あがり
41,あがる,agaru,上がる,to enter;to go up;to rise;to climb up;to advance;to appreciate;to be promoted;to improve;to call on;to be offered;to accrue;to be finished;to come to (expenses);to go bankrupt;to begin spinning (cocoons);to be caught;to get ruffled;to eat;to drink;to die;,上がる…あがる
42,あき,aki,秋,autumn;fall,秋…あき
43,あき,aki,明き,room;time to spare;emptiness;vacant,明き…あき
44,あき,aki,空き,room;time to spare;emptiness;vacant,空き…あき
45,あきうど,akiudo,商人,trader;shopkeeper;merchant,商人…あきうど
46,あきま,akima,空間,vacancy;room for rent or lease,空間…あきま
47,あきらか,akiraka,明らか,obvious;evident;clear;plain,明らか…あきらか
48,あきらめ,akirame,諦め,resignation;acceptance;consolation,諦め…あきらめ
49,あきらめる,akirameru,諦める,to give up;to abandon,諦める…あきらめる
50,あきる,akiru,飽きる,to get tired of;to lose interest in;to have enough,飽きる…あきる
51,あきれる,akireru,呆れる,to be amazed;to be shocked,呆れる…あきれる
52,あく,aku,悪,evil;wickedness,悪…あく
53,あく,aku,開く,to be open,開く…あく
54,あく,aku,空く,to become empty;to be less crowded,空く…あく
55,あく,aku,空く,to become empty;to be less crowded,空く…あく
56,あく,aku,灰,puckery juice,灰…あく
57,あくしゅ,akushu,握手,handshake,握手…あくしゅ
58,あくどい,akudoi,,1.  gaudy;showy;excessive; 2.  vicious,…あくどい
59,あくび,akubi,悪日,unlucky day,悪日…あくび
60,あくま,akuma,悪魔,devil;demon;fiend;Satan;evil spirit,悪魔…あくま
61,あくまで,akumade,飽くまで,to the end;to the last;stubbornly;persistently,飽くまで…あくまで
62,あくる,akuru,明くる,next;following,明くる…あくる
63,あけがた,akegata,明け方,dawn,明け方…あけがた
64,あける,akeru,開ける,to open,開ける…あける
65,あける,akeru,明ける,to dawn;to become daylight,明ける…あける
66,あげる,ageru,上げる,to give;to raise;to elevate;to fly (kites);to praise;to increase;to advance;to promote;to vomit;to usher in;to admit;to send (to school);to offer;to present;to leave with;to finish;to arrange (expenses);to observe;to perform;to quote;to mention;to bear (a,上げる…あげる
67,あげる,ageru,挙げる,to raise;to fly;to give (an example),挙げる…あげる
68,あこがれ,akogare,憧れ,yearning;longing;aspiration,憧れ…あこがれ
69,あこがれる,akogareru,憧れる,to long for;to yearn after;to admire,憧れる…あこがれる
70,あご,ago,顎,chin,顎…あご
71,あさ,asa,麻,flax;linen;hemp,麻…あさ
72,あさ,asa,朝,morning,朝…あさ
73,あさい,asai,浅い,shallow;superficial,浅い…あさい
74,あさって,asate,明後日,day after tomorrow,明後日…あさって
75,あさって,asate,明後日,day after tomorrow,明後日…あさって
76,あさねぼう,asanebou,朝寝坊,oversleeping;late riser,朝寝坊…あさねぼう
77,あさましい,asamashii,浅ましい,wretched;miserable;shameful;mean;despicable;abject,浅ましい…あさましい
78,あざ,aza,字,section of village,字…あざ
79,あざ,aza,字,section of village,字…あざ
80,あざむく,azamuku,欺く,to deceive,欺く…あざむく
81,あざやか,azayaka,鮮やか,vivid;clear;brilliant,鮮やか…あざやか
82,あざわらう,azawarau,あざ笑う,to sneer at;to ridicule,あざ笑う…あざわらう
83,あし,ashi,足,foot;pace;gait;leg,足…あし
84,あし,ashi,足,foot;pace;gait;leg,足…あし
85,あしあと,ashiato,足跡,footprints,足跡…あしあと
86,あしからず,ashikarazu,悪しからず,don't take me wrong  but...;I'm sorry,悪しからず…あしからず
87,あした,ashita,明日,tomorrow,明日…あした
88,あした,ashita,明日,tomorrow,明日…あした
89,あしもと,ashimoto,足元,1.  at one's feet;underfoot; 2.  gait;pace;step,足元…あしもと
90,あじ,aji,味,flavor;taste,味…あじ
91,あじ,aji,味,flavor;taste,味…あじ
92,あじわい,ajiwai,味わい,flavour;meaning;significance,味わい…あじわい
93,あじわう,ajiwau,味わう,to taste;to savor;to relish,味わう…あじわう
94,あずかる,azukaru,預かる,to keep in custody;to receive on deposit;to take charge of,預かる…あずかる
95,あずける,azukeru,預ける,to give into custody;to leave (a child) in the care of;to entrust;to deposit,預ける…あずける
96,あずま,azuma,東,east;Eastern Japan,東…あずま
97,あせ,ase,汗,sweat;perspiration,汗…あせ
98,あせる,aseru,焦る,to be in a hurry;to be impatient,焦る…あせる
99,あせる,aseru,焦る,to be in a hurry;to be impatient,焦る…あせる
100,あそこ,asoko,彼処,1.  (uk) there;over there;that place; 2.  (X) (col) genitals,彼処…あそこ
101,あそび,asobi,遊び,playing,遊び…あそび
102,あたい,atai,値,value;price;cost;worth;merit,値…あたい
103,あたい,atai,値,value;price;cost;worth;merit,値…あたい
104,あたいする,ataisuru,値する,to be worth;to deserve;to merit,値する…あたいする
105,あたえる,ataeru,与える,to give;to present;to award,与える…あたえる
106,あたし,atashi,私,I (fem),私…あたし
107,あたたかい,atatakai,暖かい,warm;mild;genial,暖かい…あたたかい
108,あたたまる,atatamaru,暖まる,to warm oneself;to sun oneself;to warm up;to get warm,暖まる…あたたまる
109,あたためる,atatameru,暖める,to warm;to heat,暖める…あたためる
110,あたま,atama,頭,head,頭…あたま
111,あたま,atama,頭,head,頭…あたま
112,あたま,atama,頭,head,頭…あたま
113,あたらしい,atarashii,新しい,new,新しい…あたらしい
114,あたり,atari,当たり,hit;success;reaching the mark;per ...;vicinity;neighborhood,当たり…あたり
115,あたり,atari,辺り,(in the) neighbourhood;vicinity;nearby,辺り…あたり
116,あたりまえ,atarimae,当たり前,usual;common;ordinary;natural;reasonable;obvious,当たり前…あたりまえ
117,あたる,ataru,当たる,to be hit;to be successful;to face (confront);to lie (in the direction of);to undertake;to treat;to be equivalent to;to apply to;to be applicable;to be assigned,当たる…あたる
118,あだびと,adabito,他人,another person;unrelated person;outsider;stranger,他人…あだびと
119,あちこち,achikochi,彼方此方,here and there,彼方此方…あちこち
120,あちら,achira,彼方,1.  there;yonder;that,彼方…あちら
121,あちらこちら,achirakochira,彼方此方,here and there,彼方此方…あちらこちら
122,あっか,aka,悪化,deterioration;growing worse;aggravation;degeneration;corruption,悪化…あっか
123,あっけない,akkenai,呆気ない,not enough;too quick (short  long  etc.),呆気ない…あっけない
124,あっこう,akkou,悪口,abuse;insult;slander;evil speaking,悪口…あっこう
125,あっさり,assari,,easily;readily;quickly,…あっさり
126,あっしゅく,ashuku,圧縮,compression;condensation;pressure,圧縮…あっしゅく
127,あっち,achi,,over there,…あっち
128,あっぱく,appaku,圧迫,pressure;coercion;oppression,圧迫…あっぱく
129,あつい,atsui,厚い,cordial;kind;warm(hearted);thick;deep,厚い…あつい
130,あつい,atsui,暑い,hot;warm,暑い…あつい
131,あつい,atsui,熱い,hot (thing),熱い…あつい
132,あつかい,atsukai,扱い,treatment;service,扱い…あつかい
133,あつかう,atsukau,扱う,to handle;to deal with;to treat,扱う…あつかう
134,あつかましい,atsukamashii,厚かましい,impudent;shameless;brazen,厚かましい…あつかましい
135,あつまり,atsumari,集まり,gathering;meeting;assembly;collection,集まり…あつまり
136,あつまる,atsumaru,集まる,to gather;to collect;to assemble,集まる…あつまる
137,あつめる,atsumeru,集める,to collect;to assemble,集める…あつめる
138,あつらえる,atsuraeru,誂える,to give an order;to place an order,誂える…あつらえる
139,あつりょく,atsuryoku,圧力,stress;pressure,圧力…あつりょく
140,あて,ate,当て,object;aim;end;hopes;expectations,当て…あて
141,あて,ate,宛,addressed to,宛…あて
142,あてじ,ateji,当て字,phonetic-equivalent character;substitute character,当て字…あてじ
143,あてな,atena,宛名,address;direction,宛名…あてな
144,あてはまる,atehamaru,当てはまる,to apply (a rule),当てはまる…あてはまる
145,あてはめる,atehameru,当てはめる,to apply;to adapt,当てはめる…あてはめる
146,あてる,ateru,宛てる,to address,宛てる…あてる
147,あてる,ateru,当てる,to hit;to apply a patch,当てる…あてる
148,あと,ato,後,after;behind;later;rear;remainder;successor,後…あと
149,あと,ato,跡,trace;tracks;mark;scar;sign;remains;ruins,跡…あと
150,あと,ato,後,after;behind;later;rear;remainder;successor,後…あと
151,あと,ato,後,after;behind;later;rear;remainder;successor,後…あと
152,あと,ato,後,after;behind;later;rear;remainder;successor,後…あと
153,あと,ato,後,after;behind;later;rear;remainder;successor,後…あと
154,あとつぎ,atotsugi,跡継ぎ,heir;successor,跡継ぎ…あとつぎ
155,あとまわし,atomawashi,後回し,putting off;postponing,後回し…あとまわし
156,あな,ana,穴,hole,穴…あな
157,あなた,anata,貴女,you;lady,貴女…あなた
158,あに,ani,兄,older brother,兄…あに
159,あね,ane,姉,older sister,姉…あね
160,あの,ano,彼の,that over there,彼の…あの
161,あばれる,abareru,暴れる,to act violently;to rage;to struggle;to be riotous,暴れる…あばれる
162,あびる,abiru,浴びる,to bathe;to bask in the sun;to shower,浴びる…あびる
163,あふれる,afureru,溢れる,to flood;to overflow;to brim over,溢れる…あふれる
164,あぶない,abunai,危ない,dangerous;critical;grave;uncertain;unreliable;limping;narrow;close;watch out!,危ない…あぶない
165,あぶら,abura,油,oil,油…あぶら
166,あぶら,abura,油,oil,油…あぶら
167,あぶらえ,aburae,油絵,oil painting,油絵…あぶらえ
168,あぶる,aburu,炙る,to scorch,炙る…あぶる
169,あべこべ,abekobe,,contrary;opposite;inverse,…あべこべ
170,あまい,amai,甘い,generous;indulgent;easy-going;sweet;fond of;soft on;overly optimistic;naive,甘い…あまい
171,あまえる,amaeru,甘える,to behave like a spoiled child;to fawn on,甘える…あまえる
172,あまくち,amakuchi,甘口,sweet flavour;mildness;flattery;stupidity,甘口…あまくち
173,あまぐ,amagu,雨具,rain gear,雨具…あまぐ
174,あまつ,amatsu,天,heavenly;imperial,天…あまつ
175,あまど,amado,雨戸,sliding storm door,雨戸…あまど
176,あまやかす,amayakasu,甘やかす,to pamper;to spoil,甘やかす…あまやかす
177,あまり,amari,余り,not very (this form only used as adverb);not much;remainder;rest;remnant;surplus;balance;excess;remains;scraps;residue;fullness;other;too much,余り…あまり
178,あまり,amari,余り,not very (this form only used as adverb);not much;remainder;rest;remnant;surplus;balance;excess;remains;scraps;residue;fullness;other;too much,余り…あまり
179,あまる,amaru,余る,to remain;to be left over;to be in excess;to be too many,余る…あまる
180,あみ,ami,網,net;network,網…あみ
181,あみ,ami,網,net;network,網…あみ
182,あみもの,amimono,編物,knitting;web,編物…あみもの
183,あむ,amu,編む,to knit,編む…あむ
184,あめ,ame,雨,rain,雨…あめ
185,あめ,ame,飴,(hard) candy,飴…あめ
186,あめつち,ametsuchi,天地,heaven and earth;the universe;nature;top and bottom;realm;sphere;world,天地…あめつち
187,あやうい,ayaui,危うい,dangerous;critical;grave;uncertain;unreliable;limping;narrow;close;watch out!,危うい…あやうい
188,あやしい,ayashii,怪しい,suspicious;dubious;doubtful,怪しい…あやしい
189,あやつる,ayatsuru,操る,to manipulate;to operate;to pull strings,操る…あやつる
190,あやふや,ayafuya,,uncertain;vague;ambiguous,…あやふや
191,あやぶむ,ayabumu,危ぶむ,to fear;to have misgivings;to be doubtful;to mistrust,危ぶむ…あやぶむ
192,あやまち,ayamachi,過ち,fault;error;indiscretion,過ち…あやまち
193,あやまり,ayamari,誤り,error,誤り…あやまり
194,あやまる,ayamaru,誤る,to make a mistake,誤る…あやまる
195,あやまる,ayamaru,謝る,to apologize,謝る…あやまる
196,あゆみ,ayumi,歩み,walking,歩み…あゆみ
197,あゆむ,ayumu,歩む,to walk;to go on foot,歩む…あゆむ
198,あら,ara,,oh;ah;saw-edged perch (Niphon spinosus),…あら
199,あらい,arai,荒い,rough;rude;wild,荒い…あらい
200,あらい,arai,粗い,coarse;rough,粗い…あらい
201,あらう,arau,洗う,to wash,洗う…あらう
202,あらかじめ,arakajime,予め,beforehand;in advance;previously,予め…あらかじめ
203,あらし,arashi,嵐,storm;tempest,嵐…あらし
204,あらす,arasu,荒らす,to lay waste;to devastate;to damage;to invade;to break into,荒らす…あらす
205,あらすじ,arasuji,粗筋,outline;summary,粗筋…あらすじ
206,あらそい,arasoi,争い,dispute;strife;quarrel;dissension;conflict;rivalry;contest,争い…あらそい
207,あらそう,arasou,争う,to dispute;to argue;to be at variance;to compete,争う…あらそう
208,あらた,arata,新た,new;fresh;novel,新た…あらた
209,あらたまる,aratamaru,改まる,to be renewed,改まる…あらたまる
210,あらためて,aratamete,改めて,another time;again;over again;anew;formally,改めて…あらためて
211,あらためる,aratameru,改める,to change;to alter;to reform;to revise,改める…あらためる
212,あらっぽい,arappoi,荒っぽい,rough;rude,荒っぽい…あらっぽい
213,あらゆる,arayuru,凡ゆる,all;every,凡ゆる…あらゆる
214,あられ,arare,,kind of cookie;cartoon character,…あられ
215,あらわす,arawasu,表す,to express;to show;to reveal,表す…あらわす
216,あらわす,arawasu,現す,to show;to indicate;to display,現す…あらわす
217,あらわす,arawasu,著す,to write;to publish,著す…あらわす
218,あらわれ,araware,現われ,embodiment;materialization,現われ…あらわれ
219,あらわれる,arawareru,現われる,to appear;to come in sight;to become visible;to come out;to embody;to materialize;to express oneself,現われる…あらわれる
220,ありがたい,arigatai,有難い,grateful;thankful,有難い…ありがたい
221,ありがとう,arigatou,有難う,Thank you,有難う…ありがとう
222,ありさま,arisama,有様,state;condition;circumstances;the way things are or should be;truth,有様…ありさま
223,ありのまま,arinomama,有りのまま,the truth;fact;as it is;frankly,有りのまま…ありのまま
224,ある,aru,或る,a certain...;some...,或る…ある
225,ある,aru,有る,to be;to have,有る…ある
226,ある,aru,在る,to live;to be,在る…ある
227,あるいは,aruiha,或いは,or;possibly,或いは…あるいは
228,あるく,aruku,歩く,to walk,歩く…あるく
229,あるじ,aruji,主,master;head (of a household);landlord;one's husband;employer;host,主…あるじ
230,あるじ,aruji,主,master;head (of a household);landlord;one's husband;employer;host,主…あるじ
231,あるじ,aruji,主人,master;head (of a household);landlord;one's husband;employer;host,主人…あるじ
232,あれ,are,,1.  that;that thing; 2.  (X) (col) genitals; 3.  menses,…あれ
233,あれこれ,arekore,彼此,one thing or another;this and that;this or that,彼此…あれこれ
234,あれる,areru,荒れる,to be stormy;to be rough;to lose one's temper,荒れる…あれる
235,あわ,awa,泡,bubble;foam;froth;head on beer,泡…あわ
236,あわす,awasu,合わす,to join together;to face;to unite;to be opposite;to combine;to connect;to add up;to mix;to match;to overlap;to compare;to check with,合わす…あわす
237,あわせ,awase,合わせ,joint together;opposite;facing,合わせ…あわせ
238,あわせる,awaseru,合わせる,to join together;to be opposite;to face;to unite;to combine;to connect;to add up;to mix;to match;to overlap;to compare;to check with,合わせる…あわせる
239,あわただしい,awatadashii,慌ただしい,busy;hurried;confused;flurried,慌ただしい…あわただしい
240,あわてる,awateru,慌てる,to become confused (disconcerted  disorganized),慌てる…あわてる
241,あわれ,aware,哀れ,helpless;pathos;pity;sorrow;grief;misery;compassion,哀れ…あわれ
242,あん,an,案,plan;suffix meaning draft,案…あん
243,あんい,ani,安易,easy-going,安易…あんい
244,あんがい,angai,案外,unexpectedly,案外…あんがい
245,あんき,anki,暗記,memorization;learning by heart,暗記…あんき
246,あんさつ,ansatsu,暗殺,assassination,暗殺…あんさつ
247,あんざん,anzan,暗算,mental arithmetic,暗算…あんざん
248,あんしん,anshin,安心,relief;peace of mind,安心…あんしん
249,あんじ,anji,暗示,hint;suggestion,暗示…あんじ
250,あんじる,anjiru,案じる,to be anxious;to ponder,案じる…あんじる
251,あんせい,ansei,安静,rest,安静…あんせい
252,あんぜん,anzen,安全,safety;security,安全…あんぜん
253,あんてい,antei,安定,stability;equilibrium,安定…あんてい
254,あんな,anna,,such;so;that;sort of,…あんな
255,あんない,annai,案内,information;guidance;leading,案内…あんない
256,あんのじょう,annojyou,案の定,sure enough;as usual,案の定…あんのじょう
257,あんまり,anmari,余り,not very (this form only used as adverb);not much;remainder;rest;remnant;surplus;balance;excess;remains;scraps;residue;fullness;other;too much,余り…あんまり
258,い,i,依,depending on,依…い
259,い,i,依,depending on,依…い
260,い,i,胃,stomach,胃…い
261,いい,ii,良い,good,良い…いい
262,いい,ii,伊井,that one;Italy,伊井…いい
263,いいえ,iie,否,no;nay;yes;well,否…いいえ
264,いいえ,iie,否,no;nay;yes;well,否…いいえ
265,いいかげん,iikagen,いい加減,moderate;right;random;not thorough;vague;irresponsible;halfhearted,いい加減…いいかげん
266,いいだす,iidasu,言い出す,to start talking;to speak;to tell;to propose;to suggest;to break the ice,言い出す…いいだす
267,いいつける,iitsukeru,言い付ける,to tell;to tell on (someone);to order;to charge;to direct,言い付ける…いいつける
268,いいわけ,iiwake,言い訳,excuse;explanation,言い訳…いいわけ
269,いいん,iin,医院,doctor's office (surgery);clinic;dispensary,医院…いいん
270,いいん,iin,委員,committee member,委員…いいん
271,いう,iu,言う,to say,言う…いう
272,いえ,ie,家,house,家…いえ
273,いえ,ie,家,house,家…いえ
274,いえ,ie,家,house,家…いえ
275,いえ,ie,家,house,家…いえ
276,いえで,iede,家出,running away from home;leaving home,家出…いえで
277,いえぬし,ienushi,家主,landlord,家主…いえぬし
278,いか,ika,以下,less than;up to;below;under;and downward;not exceeding;the following;the rest,以下…いか
279,いかが,ikaga,如何,how;in what way,如何…いかが
280,いかす,ikasu,生かす,to revive;to resuscitate;to make use of,生かす…いかす
281,いかずち,ikazuchi,雷,thunder,雷…いかずち
282,いかに,ikani,如何に,how?;in what way?;how much?;however;whatever,如何に…いかに
283,いかにも,ikanimo,如何にも,indeed;really;phrase meaning agreement,如何にも…いかにも
